{'id': 500001, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500760, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500761, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500762, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500763, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500764, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500765, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500766, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500767, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500768, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500769, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500770, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500771, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500772, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500773, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500774, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500775, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500776, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500777, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500778, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500779, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500780, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500781, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500782, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500783, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500784, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500785, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500786, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500787, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500788, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500789, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500790, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500791, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500792, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500793, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500794, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500795, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500796, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500797, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500798, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500799, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500800, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500801, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500802, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500803, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500804, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500805, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500806, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500807, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500808, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500809, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500810, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500811, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500812, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500813, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500814, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500815, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500816, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500817, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500818, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500819, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500820, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500821, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500822, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500823, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500824, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500825, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500826, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500827, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500828, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500829, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500830, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500831, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500832, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500833, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500834, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500835, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500836, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500837, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500838, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500839, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500840, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500841, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500842, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500843, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500844, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500845, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500846, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500847, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500848, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500849, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500850, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500851, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500852, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500853, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500854, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500855, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500856, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500857, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500858, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500859, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500860, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500861, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500862, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500863, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500864, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500865, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500866, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500867, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500868, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500869, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500870, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500871, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500872, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500873, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500874, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500875, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500876, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500877, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500878, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500879, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500880, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500881, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500882, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500883, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500884, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500885, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500886, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500887, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500888, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500889, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500890, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500891, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500892, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500893, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500894, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500895, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500896, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500897, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500898, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500899, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500900, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500901, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500902, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500903, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500904, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500905, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500906, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500907, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500908, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500909, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500910, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500911, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500912, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500913, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500914, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500915, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500916, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500917, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500918, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500919, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500920, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500921, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500922, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500923, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500924, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500925, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500926, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500927, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500928, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500929, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500930, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500931, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500932, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500933, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500934, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500935, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500936, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500937, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500938, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500939, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500940, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500941, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500942, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500943, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500944, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500945, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500946, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500947, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500948, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500949, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500950, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500951, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500952, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500953, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500954, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500955, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500956, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500957, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500958, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500959, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500960, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500961, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500962, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500963, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500964, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500965, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500966, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500967, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500968, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500969, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500970, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500971, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500972, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500973, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500974, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500975, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500976, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500977, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500978, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500979, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500980, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500981, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500982, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500983, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500984, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500985, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500986, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500987, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500988, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500989, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500990, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 500991, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500992, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500993, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500994, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500995, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500996, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 500997, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 500998, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 500999, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501000, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501001, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501002, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501003, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501004, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501005, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501006, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501007, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501008, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501009, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501010, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501011, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501012, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501013, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501014, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501015, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501016, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501017, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501018, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501019, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501020, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501021, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501022, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501023, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501024, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501025, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501026, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501027, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501028, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501029, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501030, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501031, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501032, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501033, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501034, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501035, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501036, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501037, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501038, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501039, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501040, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501041, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501042, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501043, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501044, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501045, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501046, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501047, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501048, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501049, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501050, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501051, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501052, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501053, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501054, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501055, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501056, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501057, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501058, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501059, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501060, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501061, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501062, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501063, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501064, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501065, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501066, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501067, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501068, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501069, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501070, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501071, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501072, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501073, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501074, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501075, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501076, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501077, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501078, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501079, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501080, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501081, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501082, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501083, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501084, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501085, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 501086, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 501087, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501088, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501089, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501090, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501091, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501092, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501093, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501094, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501095, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501096, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 501097, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 501098, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 600001, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600002, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600003, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600004, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600005, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600006, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600007, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 600008, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600009, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600010, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 600011, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 600012, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 600013, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 600014, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 600015, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 600016, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 600017, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 600018, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 600019, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600020, 'value': 'DIRECT', 'test_case': 'EXIST2024'}
{'id': 600021, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600022, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 600023, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 600024, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600025, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 600026, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 600027, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600028, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 600029, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 600030, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 600031, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600032, 'value': '-', 'test_case': 'EXIST2024'}
{'id': 600033, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
{'id': 600034, 'value': 'JUDGEMENTAL', 'test_case': 'EXIST2024'}
{'id': 600035, 'value': 'REPORTED', 'test_case': 'EXIST2024'}
