{'id': 500001, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500629, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500630, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500631, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500632, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500633, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500634, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500635, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500636, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500637, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500638, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500639, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500640, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500641, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500642, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500643, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500644, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500645, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500646, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500647, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500648, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500649, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500650, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500651, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500652, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500653, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500654, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500655, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500656, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500657, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500658, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500659, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500660, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500661, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500662, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500663, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500664, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500665, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500666, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500667, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500668, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500669, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500670, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500671, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500672, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500673, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500674, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500675, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500676, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500677, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500678, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500679, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500680, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500681, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500682, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500683, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500684, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500685, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500686, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500687, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500688, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500689, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500690, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500691, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500692, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500693, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500694, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500695, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500696, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500697, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500698, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500699, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500700, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500701, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500702, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500703, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500704, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500705, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500706, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500707, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500708, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500709, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500710, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500711, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500712, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500713, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500714, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500715, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500716, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500717, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500718, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500719, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500720, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500721, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500722, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500723, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500724, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500725, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500726, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500727, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500728, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500729, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500730, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500731, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500732, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500733, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500734, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500735, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500736, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500737, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500738, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500739, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500740, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500741, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500742, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500743, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500744, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500745, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500746, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500747, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500748, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500749, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500750, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500751, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500752, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500753, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500754, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500755, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500756, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500757, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500758, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500759, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500760, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500761, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500762, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500763, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500764, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500765, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500766, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500767, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500768, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500769, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500770, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500771, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500772, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500773, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500774, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500775, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500776, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500777, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500778, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500779, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500780, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500781, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500782, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500783, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500784, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500785, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500786, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500787, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500788, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500789, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500790, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500791, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500792, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500793, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500794, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500795, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500796, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500797, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500798, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500799, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500800, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500801, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500802, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500803, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500804, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500805, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500806, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500807, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500808, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500809, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500810, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500811, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500812, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500813, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500814, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500815, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500816, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500817, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500818, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500819, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500820, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500821, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500822, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500823, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500824, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500825, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500826, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500827, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500828, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500829, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500830, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500831, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500832, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500833, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500834, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500835, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500836, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500837, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500838, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500839, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500840, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500841, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500842, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500843, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500844, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500845, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500846, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500847, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500848, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500849, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500850, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500851, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500852, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500853, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500854, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500855, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500856, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500857, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500858, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500859, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500860, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500861, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500862, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500863, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500864, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500865, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500866, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500867, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500868, 'value': ['STEREOTYPING-DOMINANCE'], 'test_case': 'EXIST2024'}
{'id': 500869, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500870, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500871, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500872, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500873, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500874, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500875, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500876, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500877, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500878, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500879, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500880, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500881, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500882, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500883, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500884, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500885, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500886, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500887, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500888, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500889, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500890, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500891, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500892, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500893, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500894, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500895, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500896, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500897, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500898, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500899, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500900, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500901, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500902, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500903, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500904, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500905, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500906, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500907, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500908, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500909, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500910, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500911, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500912, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500913, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500914, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500915, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500916, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500917, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500918, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500919, 'value': ['OBJECTIFICATION'], 'test_case': 'EXIST2024'}
{'id': 500920, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500921, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500922, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500923, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500924, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500925, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500926, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500927, 'value': ['SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500928, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500929, 'value': ['MISOGYNY-NON-SEXUAL-VIOLENCE'], 'test_case': 'EXIST2024'}
{'id': 500930, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500931, 'value': ['IDEOLOGICAL-INEQUALITY'], 'test_case': 'EXIST2024'}
{'id': 500932, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500933, 'value': ['-'], 'test_case': 'EXIST2024'}
{'id': 500934, 'value': ['-'], 'test_case': 'EXIST2024'}
